rx,ry,B_x,B_y,B_z
-0.379445517,-0.162613793,15.65,-15.91,1.75
-0.271029655,-0.216821724,20.82,-13.6,3.25
-0.361376207,-0.054197931,18.94,-16.84,0.78
-0.072267241,-0.469792069,14.07,-4.17,4.37
-0.054197931,-0.054197931,33.6,-3.29,1.68
-0.343306897,-0.234891034,16.7,-12.7,2.59
-0.343306897,-0.487861379,11.4,-10.11,3.36
-0.325237586,-0.252960345,15.6,-12.61,3.16
-0.180683103,-0.036128621,29.83,-12.15,0.94
-0.524,-0.451722759,12.79,-12.1,2.01
-0.234891034,-0.307168276,18.24,-10.06,4.14
-0.072267241,-0.234891034,26.23,-4.18,4.69
-0.325237586,-0.469792069,12.1,-9.23,3.8
-0.180683103,-0.126475172,27.57,-10.74,2.99
-0.379445517,-0.090336552,17.75,-16,1.13
-0.487861379,-0.162613793,11.05,-15.07,1.22
-0.216821724,0.00001,27.25,-14.02,-0.15
-0.144544483,-0.50593069,13.73,-5.87,4.17
-0.126475172,-0.162613793,27.4,-7.48,3.97
-0.50593069,-0.108405862,11.38,-14.93,0.98
-0.126475172,-0.271029655,22.71,-7.01,4.31
-0.198752414,-0.487861379,13.15,-6.81,4.22
-0.307168276,-0.361376207,12.83,-10.22,3.68
-0.307168276,-0.307168276,14.55,-11.46,3.6
-0.379445517,-0.271029655,12.72,-13,2.86
-0.072267241,-0.433653448,14.31,-3.88,4.58
-0.234891034,-0.234891034,21.13,-10.76,4.18
-0.144544483,-0.487861379,13.29,-5.84,4.57
-0.162613793,-0.180683103,25.88,-8.85,4.03
-0.343306897,-0.343306897,13.13,-11.37,3.45
-0.01805931,-0.361376207,17.66,-1.91,4.82
-0.072267241,-0.036128621,34.78,-4.47,1.3
-0.198752414,-0.433653448,14.74,-6.95,4.18
-0.469792069,-0.397514828,10.77,-11.61,3.04
0.00001,-0.180683103,28,-0.3,4.17
-0.01805931,-0.487861379,14.53,-1.29,4.59
-0.252960345,-0.072267241,26.9,-14.04,1.61
-0.198752414,-0.198752414,25.96,-10.84,3.32
-0.271029655,-0.524,12.67,-8.32,3.77
-0.469792069,-0.126475172,11.09,-14.74,1.22
-0.289098966,-0.415584138,11.86,-9.89,3.53
-0.307168276,-0.216821724,17.72,-13.01,3.1
-0.090336552,-0.234891034,25.1,-5.54,4.41
-0.451722759,-0.126475172,12.53,-14.77,1.37
-0.162613793,-0.325237586,18.75,-7.91,4.37
0.00001,-0.198752414,27.23,-0.43,4.26
-0.325237586,-0.162613793,19.57,-13.79,2.44
-0.180683103,-0.162613793,26.2,-10.88,3.09
-0.397514828,-0.090336552,15.91,-15.74,1.07
-0.090336552,-0.451722759,13.86,-4.62,4.43
-0.379445517,-0.469792069,10.98,-9.86,3.52
0.00001,-0.361376207,17.25,-1.08,4.85
0.00001,-0.216821724,25.57,0.02,4.73
-0.50593069,-0.451722759,12.29,-10.85,2.92
-0.252960345,-0.126475172,24.76,-13.49,2.55
-0.108405862,-0.126475172,30.77,-7.2,3.03
-0.50593069,-0.072267241,11.61,-14.85,0.55
-0.054197931,-0.216821724,26.17,-3.53,3.87
-0.379445517,-0.180683103,15.98,-14.03,2.23
-0.054197931,-0.271029655,23.34,-3.42,4.45
-0.325237586,-0.01805931,21.62,-15.76,0.27
-0.054197931,-0.397514828,16.52,-3.53,4.5
