rx,ry,B_x,B_y,B_z
0,0,32.82,-6.56,-10.03
0.13275862068965516,-0.2293103448275862,34.74,4.02,3.97
-0.0362068965517241,-0.18103448275862066,34.81,4.16,4.18
-0.13275862068965516,0.13275862068965516,38.63,-9.81,3.93
-0.27758620689655167,-0.20517241379310341,17.51,-11.36,-11.45
-0.10862068965517241,-0.20517241379310341,16.08,-22.85,5.17
-0.08448275862068966,0.3017241379310345,35.26,-19.61,6.18
0.13275862068965516,-0.1568965517241379,8.70,-5.22,-10.59
0.3258620689655173,-0.10862068965517241,35.24,3.87,-0.61
-0.0362068965517241,-0.06034482758620685,22.02,10.70,-3.05
-0.3258620689655172,-0.3017241379310345,36.21,-9.62,-5.79
-0.3258620689655172,-0.253448275862069,7.95,-18.30,8.09
-0.253448275862069,0.253448275862069,9.32,-20.68,7.05
0.253448275862069,-0.35,5.26,-10.40,-8.93
0.012068965517241403,-0.35,21.99,8.46,6.54
0.036206896551724155,0.10862068965517241,27.64,-4.11,13.01
0.036206896551724155,-0.3017241379310345,24.03,-2.90,-11.53
-0.08448275862068966,0.3258620689655173,32.62,-2.92,9.89
-0.08448275862068966,-0.13275862068965516,7.75,-4.45,-10.13
-0.27758620689655167,-0.2293103448275862,36.22,-15.07,-0.28
0.012068965517241403,0.060344827586206906,15.29,-21.86,6.65
0.036206896551724155,-0.253448275862069,27.74,-5.46,-11.12
0.35,0.22931034482758628,36.15,-3.36,7.25
-0.13275862068965516,-0.1568965517241379,10.29,6.32,-7.03
-0.20517241379310341,0.2775862068965518,32.67,-18.32,2.59
-0.18103448275862066,-0.06034482758620685,6.19,-8.25,-9.47
-0.08448275862068966,0.18103448275862066,25.99,-20.59,-4.78
0.35,-0.27758620689655167,15.68,-8.18,-12.16
-0.253448275862069,-0.10862068965517241,19.08,10.93,2.10
0.22931034482758628,0.060344827586206906,20.23,-22.91,-0.21
0.08448275862068966,0.20517241379310347,22.12,6.23,-8.57
0.012068965517241403,-0.20517241379310341,16.85,0.15,-11.70
-0.10862068965517241,0.3258620689655173,38.47,-5.41,4.41
0.15689655172413797,-0.35,7.33,-5.02,-10.09
0.20517241379310347,0.18103448275862066,26.31,5.07,8.93
0.08448275862068966,-0.06034482758620685,16.57,4.56,-9.77
-0.2293103448275862,0.08448275862068966,34.81,0.56,-6.07
-0.08448275862068966,0.15689655172413797,14.79,-15.84,-9.32
0.20517241379310347,0.3017241379310345,17.59,-8.87,-12.43
-0.06034482758620685,0.15689655172413797,10.53,3.23,-9.65
-0.35,0.10862068965517241,18.13,-6.91,-12.37
0.13275862068965516,0.22931034482758628,5.22,-14.42,-6.83
0.3258620689655173,0.35,14.70,1.58,-11.22
-0.012068965517241348,-0.13275862068965516,7.36,4.88,-7.50
0.012068965517241403,0.15689655172413797,39.25,-7.74,-0.56
0.2775862068965518,-0.253448275862069,20.56,-3.64,-12.32
-0.20517241379310341,0.060344827586206906,24.60,10.17,2.36
0.060344827586206906,-0.27758620689655167,18.12,-16.49,-9.23
-0.1568965517241379,-0.13275862068965516,34.71,-1.53,8.38
0.3017241379310345,-0.13275862068965516,31.70,-20.08,1.27
0.2775862068965518,-0.06034482758620685,24.04,10.32,-2.28
0.15689655172413797,-0.3258620689655172,24.15,9.57,-4.84
0.13275862068965516,0.13275862068965516,28.24,5.26,8.16
0.2775862068965518,-0.3017241379310345,21.51,2.37,-10.79
-0.10862068965517241,-0.3258620689655172,23.28,9.97,4.15
-0.10862068965517241,-0.253448275862069,24.55,-12.29,12.78
-0.08448275862068966,0.036206896551724155,30.93,-15.30,10.01
